CAD_E|CAMRB15000403|CASLU2015000301|GREENWOOD|20150107200234|FSR|FIRE, RESIDENTIAL|-120.854895|35.388848|2509 GREENWOOD AVE |MB|550 BLK PAULA ST|500 BLK ELENA ST|611_F_3||||U5332|Command:XSL CMD 4;Pri Tactical:VFIRE22;Alt Tactical:VFIRE24;Air-to-Ground:CDF A/G;//1/8/2015 12:09:03 AM
CAD_U|CAMRB|U5332|ONS|20150107234903|B-11C|15000403|FSR|CASLU2015000301//1/8/2015 12:09:03 AM
CAD_U|CABEU|D4641|AIQ|20150102080000|BEU-30|||//1/8/2015 7:24:40 AM
CAD_U|CABEU|E4684|AIQ|20150101123717|BEU-35|||//1/8/2015 7:24:44 AM
CAD_U|CABEU|E4684|AIQ|20150101123717|BEU-35|||//1/8/2015 7:24:44 AM
CAD_U|CABEU|D4641|AIQ|20150102080000|BEU-30|||//1/8/2015 7:24:45 AM
CAD_U|CABEU|D4641|AIQ|20150102080000|BEU-30|||//1/8/2015 7:24:45 AM
CAD_U|CABEU|D4641|AIQ|20150102080000|BEU-30|||//1/8/2015 7:24:45 AM
CAD_U|CASLU|94STAFF|AIQ|20130929115940|A-10B|||//1/8/2015 7:25:18 AM
CAD_U|CASLU|CUE1|AIQ|20150107154434|A-10B|||//1/8/2015 7:25:42 AM
CAD_U|CABEU|GAB2|AIQ|20150105071324|BEU-30|||//1/8/2015 7:26:06 AM
CAD_U|CABEU|GAB2|AIQ|20150105071324|BEU-30|||//1/8/2015 7:26:06 AM
CAD_U|CABEU|GAB2|AIQ|20150105071324|BEU-30|||//1/8/2015 7:26:06 AM
CAD_U|CABEU|GAB4|AIQ|20150106070903|BEU-30|||//1/8/2015 7:26:07 AM
CAD_U|CABEU|GAB4|AIQ|20150106070903|BEU-30|||//1/8/2015 7:26:07 AM
CAD_U|CABEU|GAB4|AIQ|20150106070903|BEU-30|||//1/8/2015 7:26:07 AM
CAD_U|CABEU|GAB5|AIQ|20150105071342|BEU-30|||//1/8/2015 7:26:08 AM
CAD_U|CABEU|GAB5|AIQ|20150105071342|BEU-30|||//1/8/2015 7:26:08 AM
CAD_U|CABEU|GAB5|AIQ|20150105071342|BEU-30|||//1/8/2015 7:26:08 AM
CAD_U|CABEU|GAB6|AIQ|20150105071352|BEU-30|||//1/8/2015 7:26:08 AM
CAD_U|CABEU|GAB6|AIQ|20150105071352|BEU-30|||//1/8/2015 7:26:08 AM
CAD_U|CABEU|GAB6|AIQ|20150105071352|BEU-30|||//1/8/2015 7:26:08 AM
CAD_U|CASLU|CUE2|AIQ|20150105071213|A-10B|||//1/8/2015 7:26:10 AM
CAD_U|CACDF|C406|AIQ|20150107074937|BVHB|||//1/8/2015 7:26:12 AM
CAD_U|CACDF|C406|AIQ|20150107074937|BVHB|||//1/8/2015 7:26:13 AM
CAD_U|CASLU|CUE3|AIQ|20150106144745|A-10B|||//1/8/2015 7:26:22 AM
CAD_U|CASLU|CUE4|AIQ|20150107123413|A-10B|||//1/8/2015 7:26:36 AM
CAD_U|CASLU|CUE5|AIQ|20150107145158|A-10B|||//1/8/2015 7:26:48 AM
CAD_U|CABEU|GAB1|AIQ|20150105071314|BEU-30|||//1/8/2015 7:27:06 AM
CAD_U|CABEU|GAB1|AIQ|20150105071314|BEU-30|||//1/8/2015 7:27:06 AM
CAD_U|CABEU|GAB1|AIQ|20150105071314|BEU-30|||//1/8/2015 7:27:06 AM
CAD_U|CASLU|EMS1|AOR|20150108072743|B-15B|||//1/8/2015 7:27:43 AM
CAD_U|CABEU|E4686|AIQ|20150108073202|BEU-30|||//1/8/2015 7:32:01 AM
CAD_U|CABEU|E4686|AIQ|20150108073202|BEU-30|||//1/8/2015 7:32:02 AM
CAD_U|CABEU|E4686|AIQ|20150108073202|BEU-30|||//1/8/2015 7:32:02 AM
CAD_U|CABEU|E4686|AIQ|20150108073202|BEU-30|||//1/8/2015 7:32:02 AM
CAD_U|CABEU|E4686|AIQ|20150108073202|BEU-30|||//1/8/2015 7:32:02 AM
CAD_U|CABEU|GAB2|AIQ|20150105071324|BEU-30|||//1/8/2015 7:32:57 AM
CAD_U|CABEU|GAB2|AIQ|20150105071324|BEU-30|||//1/8/2015 7:32:57 AM
CAD_U|CABEU|GAB2|AIQ|20150105071324|BEU-30|||//1/8/2015 7:32:57 AM
CAD_U|CABEU|E4673|AIQ|20141011214131|BEU-30|||//1/8/2015 7:33:30 AM
CAD_U|CABEU|E4673|AIQ|20141011214131|BEU-30|||//1/8/2015 7:33:30 AM
CAD_U|CABEU|E4673|AIQ|20141011214131|BEU-30|||//1/8/2015 7:33:30 AM
CAD_U|CABEU|E4673|AIQ|20141011214131|BEU-30|||//1/8/2015 7:33:33 AM
CAD_U|CABEU|E4673|AIQ|20141011214131|BEU-30|||//1/8/2015 7:33:33 AM
CAD_U|CABEU|E4673|AIQ|20141011214131|BEU-30|||//1/8/2015 7:33:33 AM
CAD_U|CABEU|GAB3|AIQ|20150102064024|BEU-30|||//1/8/2015 7:34:26 AM
CAD_U|CABEU|GAB3|AIQ|20150102064024|BEU-30|||//1/8/2015 7:34:26 AM
CAD_U|CABEU|GAB3|AIQ|20150102064024|BEU-30|||//1/8/2015 7:34:26 AM
CAD_U|CASLU|E3483|AIQ|20150107214623|B-7A|||//1/8/2015 7:34:52 AM
CAD_U|CABEU|GAB4|AIQ|20150106070903|BEU-30|||//1/8/2015 7:35:14 AM
CAD_U|CABEU|GAB4|AIQ|20150106070903|BEU-30|||//1/8/2015 7:35:14 AM
CAD_U|CABEU|GAB4|AIQ|20150106070903|BEU-30|||//1/8/2015 7:35:14 AM
CAD_U|CABEU|GAB4|AIQ|20150106070903|BEU-30|||//1/8/2015 7:35:21 AM
CAD_U|CABEU|GAB4|AIQ|20150106070903|BEU-30|||//1/8/2015 7:35:21 AM
CAD_U|CABEU|GAB4|AIQ|20150106070903|BEU-30|||//1/8/2015 7:35:21 AM
CAD_U|CABEU|GAB6|AIQ|20150105071352|BEU-30|||//1/8/2015 7:36:02 AM
CAD_U|CABEU|GAB6|AIQ|20150105071352|BEU-30|||//1/8/2015 7:36:02 AM
CAD_U|CABEU|GAB6|AIQ|20150105071352|BEU-30|||//1/8/2015 7:36:02 AM
CAD_U|CABEU|GAB5|AIQ|20150105071342|BEU-30|||//1/8/2015 7:36:15 AM
CAD_U|CABEU|GAB5|AIQ|20150105071342|BEU-30|||//1/8/2015 7:36:15 AM
CAD_U|CABEU|GAB5|AIQ|20150105071342|BEU-30|||//1/8/2015 7:36:15 AM
CAD_U|CABEU|GAB5|AIQ|20150105071342|BEU-30|||//1/8/2015 7:36:33 AM
CAD_U|CABEU|GAB5|AIQ|20150105071342|BEU-30|||//1/8/2015 7:36:33 AM
CAD_U|CABEU|GAB5|AIQ|20150105071342|BEU-30|||//1/8/2015 7:36:33 AM
CAD_U|CABEU|E4686|AIQ|20150108073202|BEU-30|||//1/8/2015 7:37:48 AM
CAD_U|CABEU|E4686|AIQ|20150108073202|BEU-30|||//1/8/2015 7:37:48 AM
CAD_U|CABEU|E4686|AIQ|20150108073202|BEU-30|||//1/8/2015 7:37:48 AM
CAD_U|CABEU|E4686|AIQ|20150108073202|BEU-30|||//1/8/2015 7:37:50 AM
CAD_U|CABEU|E4686|AIQ|20150108073202|BEU-30|||//1/8/2015 7:37:50 AM
CAD_U|CABEU|E4686|AIQ|20150108073202|BEU-30|||//1/8/2015 7:37:50 AM
CAD_U|CABEU|E4686|AIQ|20150108073202|BEU-30|||//1/8/2015 7:38:26 AM
CAD_U|CABEU|E4686|AIQ|20150108073202|BEU-30|||//1/8/2015 7:38:26 AM
CAD_U|CABEU|E4686|AIQ|20150108073202|BEU-30|||//1/8/2015 7:38:26 AM
CAD_U|CABEU|E4686|AIQ|20150108073202|BEU-30|||//1/8/2015 7:38:31 AM
CAD_U|CABEU|E4686|AIQ|20150108073202|BEU-30|||//1/8/2015 7:38:31 AM
CAD_U|CABEU|E4686|AIQ|20150108073202|BEU-30|||//1/8/2015 7:38:31 AM
CAD_U|CASLU|E3461|AIQ|20150107162357|D-15A|||//1/8/2015 7:39:43 AM
CAD_U|CAFKU|D4341|AIQ|20150108074028|FKU-1A|||//1/8/2015 7:40:27 AM
CAD_U|CAFKU|D4341|AIQ|20150108074028|FKU-1A|||//1/8/2015 7:40:27 AM
CAD_U|CAFKU|D4341|AIQ|20150108074028|FKU-1A|||//1/8/2015 7:40:28 AM
CAD_U|CAFKU|D4341|AIQ|20150108074028|FKU-1A|||//1/8/2015 7:40:28 AM
CAD_U|CAFKU|D4341|AIQ|20150108074028|FKU-1A|||//1/8/2015 7:40:28 AM
CAD_U|CAFKU|D4341|AIQ|20150108074028|FKU-1A|||//1/8/2015 7:40:28 AM
CAD_U|CAFKU|MIR1|AIQ|20150105074953|FKU-2|||//1/8/2015 7:40:32 AM
CAD_U|CAFKU|MIR1|AIQ|20150105074953|FKU-2|||//1/8/2015 7:40:32 AM
CAD_U|CAFKU|MIR1|AIQ|20150105074953|FKU-2|||//1/8/2015 7:40:32 AM
CAD_U|CAFKU|MIR1|AIQ|20150105074953|FKU-2|||//1/8/2015 7:40:37 AM
CAD_U|CAFKU|MIR1|AIQ|20150105074953|FKU-2|||//1/8/2015 7:40:37 AM
CAD_U|CAFKU|MIR1|AIQ|20150105074953|FKU-2|||//1/8/2015 7:40:37 AM
CAD_U|CASLC|ME22|AIQ|20150108074108|N-3A|||//1/8/2015 7:41:08 AM
CAD_U|CASLC|P22|AIQ|20150105170750|N-3A|||//1/8/2015 7:41:08 AM
CAD_U|CABEU|E4684|AIQ|20150101123717|BEU-35|||//1/8/2015 7:41:33 AM
CAD_U|CABEU|E4684|AIQ|20150101123717|BEU-35|||//1/8/2015 7:41:33 AM
CAD_U|CABEU|E4684|AIQ|20150101123717|BEU-35|||//1/8/2015 7:41:39 AM
CAD_U|CABEU|E4684|AIQ|20150101123717|BEU-35|||//1/8/2015 7:41:39 AM
CAD_U|CABEU|E4684|AIQ|20150101123717|BEU-35|||//1/8/2015 7:41:39 AM
CAD_U|CAFKU|MIR2|AIQ|20150105074954|FKU-2|||//1/8/2015 7:41:39 AM
CAD_U|CAFKU|MIR2|AIQ|20150105074954|FKU-2|||//1/8/2015 7:41:39 AM
CAD_U|CAFKU|MIR2|AIQ|20150105074954|FKU-2|||//1/8/2015 7:41:39 AM
CAD_U|CAFKU|MIR2|AIQ|20150105074954|FKU-2|||//1/8/2015 7:41:45 AM
CAD_U|CAFKU|MIR2|AIQ|20150105074954|FKU-2|||//1/8/2015 7:41:45 AM
CAD_U|CAFKU|MIR2|AIQ|20150105074954|FKU-2|||//1/8/2015 7:41:45 AM
CAD_U|CAFKU|MIR3|AIQ|20150108074220|FKU-1A|||//1/8/2015 7:42:20 AM
CAD_U|CAFKU|MIR3|AIQ|20150108074220|FKU-1A|||//1/8/2015 7:42:20 AM
CAD_U|CAFKU|MIR3|AIQ|20150108074220|FKU-1A|||//1/8/2015 7:42:20 AM
CAD_U|CAFKU|MIR3|AIQ|20150108074220|FKU-1A|||//1/8/2015 7:42:20 AM
CAD_U|CAFKU|MIR3|AIQ|20150108074220|FKU-1A|||//1/8/2015 7:42:20 AM
CAD_U|CAFKU|MIR4|AIQ|20150102092404|FKU-2|||//1/8/2015 7:42:48 AM
CAD_U|CAFKU|MIR4|AIQ|20150102092404|FKU-2|||//1/8/2015 7:42:48 AM
CAD_U|CAFKU|MIR4|AIQ|20150102092404|FKU-2|||//1/8/2015 7:42:48 AM
CAD_U|CAFKU|MIR4|AIQ|20150102092404|FKU-2|||//1/8/2015 7:42:52 AM
CAD_U|CAFKU|MIR4|AIQ|20150102092404|FKU-2|||//1/8/2015 7:42:52 AM
CAD_U|CAFKU|MIR4|AIQ|20150102092404|FKU-2|||//1/8/2015 7:42:52 AM
CAD_U|CASLU|E3467|AIQ|20150107105613|E-19B|||//1/8/2015 7:43:59 AM
CAD_U|CACDF|C406|AIQ|20150107074937|BVHB|||//1/8/2015 7:45:21 AM
CAD_U|CACDF|C406|AIQ|20150107074937|BVHB|||//1/8/2015 7:45:21 AM
CAD_U|CABEU|D4641|AIQ|20150102080000|BEU-30|||//1/8/2015 7:45:23 AM
CAD_U|CABEU|D4641|AIQ|20150102080000|BEU-30|||//1/8/2015 7:45:23 AM
CAD_U|CABEU|D4641|AIQ|20150102080000|BEU-30|||//1/8/2015 7:45:24 AM
CAD_U|CABEU|D4643|AIQ|20141226081807|BEU-30|||//1/8/2015 7:45:24 AM
CAD_U|CABEU|D4643|AIQ|20141226081807|BEU-30|||//1/8/2015 7:45:24 AM
CAD_U|CABEU|D4643|AIQ|20141226081807|BEU-30|||//1/8/2015 7:45:24 AM
CAD_U|CABEU|E4661|AIQ|20150105081835|BEU-30|||//1/8/2015 7:45:24 AM
CAD_U|CABEU|E4661|AIQ|20150105081835|BEU-30|||//1/8/2015 7:45:24 AM
CAD_U|CABEU|E4661|AIQ|20150105081835|BEU-30|||//1/8/2015 7:45:24 AM
CAD_U|CABEU|E4663|AIQ|20140729113127|BEU-30|||//1/8/2015 7:45:24 AM
CAD_U|CABEU|E4663|AIQ|20140729113127|BEU-30|||//1/8/2015 7:45:24 AM
CAD_U|CABEU|E4663|AIQ|20140729113127|BEU-30|||//1/8/2015 7:45:24 AM
CAD_U|CAFKU|D4340|AIQ|20150102074219|FKU-1A|||//1/8/2015 7:45:24 AM
CAD_U|CAFKU|D4340|AIQ|20150102074219|FKU-1A|||//1/8/2015 7:45:24 AM
CAD_U|CAFKU|D4340|AIQ|20150102074219|FKU-1A|||//1/8/2015 7:45:24 AM
CAD_U|CAFKU|D4341|AIQ|20150108074028|FKU-1A|||//1/8/2015 7:45:24 AM
CAD_U|CAFKU|D4341|AIQ|20150108074028|FKU-1A|||//1/8/2015 7:45:24 AM
CAD_U|CAFKU|E4352|AIQ|20140917162508|FKU-2|||//1/8/2015 7:45:24 AM
CAD_U|CAFKU|E4352|AIQ|20140917162508|FKU-2|||//1/8/2015 7:45:24 AM
CAD_U|CAFKU|E4352|AIQ|20140917162508|FKU-2|||//1/8/2015 7:45:24 AM
CAD_U|CABEU|E4666|AIQ|20141201102553|BEU-30|||//1/8/2015 7:45:25 AM
CAD_U|CABEU|E4666|AIQ|20141201102553|BEU-30|||//1/8/2015 7:45:25 AM
CAD_U|CABEU|E4666|AIQ|20141201102553|BEU-30|||//1/8/2015 7:45:25 AM
CAD_U|CABEU|E4673|AIQ|20141011214131|BEU-30|||//1/8/2015 7:45:25 AM
CAD_U|CABEU|E4673|AIQ|20141011214131|BEU-30|||//1/8/2015 7:45:25 AM
CAD_U|CABEU|E4673|AIQ|20141011214131|BEU-30|||//1/8/2015 7:45:25 AM
CAD_U|CABEU|E4677|AIQ|20140921025307|BEU-30|||//1/8/2015 7:45:25 AM
CAD_U|CABEU|E4677|AIQ|20140921025307|BEU-30|||//1/8/2015 7:45:25 AM
CAD_U|CABEU|E4677|AIQ|20140921025307|BEU-30|||//1/8/2015 7:45:25 AM
CAD_U|CABEU|E4684|AIQ|20150101123717|BEU-35|||//1/8/2015 7:45:25 AM
CAD_U|CABEU|E4684|AIQ|20150101123717|BEU-35|||//1/8/2015 7:45:25 AM
CAD_U|CAFKU|E4353|AIQ|20140917193953|FKU-2|||//1/8/2015 7:45:25 AM
CAD_U|CAFKU|E4353|AIQ|20140917193953|FKU-2|||//1/8/2015 7:45:25 AM
CAD_U|CAFKU|E4353|AIQ|20140917193953|FKU-2|||//1/8/2015 7:45:25 AM
CAD_U|CAFKU|MIR3|AIQ|20150108074220|FKU-1A|||//1/8/2015 7:45:26 AM
CAD_U|CAFKU|MIR3|AIQ|20150108074220|FKU-1A|||//1/8/2015 7:45:26 AM
CAD_U|CAFKU|MIR3|AIQ|20150108074220|FKU-1A|||//1/8/2015 7:45:26 AM
CAD_U|CABEU|E4686|AIQ|20150108073202|BEU-30|||//1/8/2015 7:45:26 AM
CAD_U|CABEU|E4686|AIQ|20150108073202|BEU-30|||//1/8/2015 7:45:26 AM
CAD_U|CABEU|E4686|AIQ|20150108073202|BEU-30|||//1/8/2015 7:45:26 AM
CAD_U|CABEU|GAB1|AIQ|20150105071314|BEU-30|||//1/8/2015 7:45:26 AM
CAD_U|CABEU|GAB1|AIQ|20150105071314|BEU-30|||//1/8/2015 7:45:26 AM
CAD_U|CABEU|GAB1|AIQ|20150105071314|BEU-30|||//1/8/2015 7:45:26 AM
CAD_U|CABEU|GAB2|AIQ|20150105071324|BEU-30|||//1/8/2015 7:45:26 AM
CAD_U|CABEU|GAB2|AIQ|20150105071324|BEU-30|||//1/8/2015 7:45:26 AM
CAD_U|CABEU|GAB2|AIQ|20150105071324|BEU-30|||//1/8/2015 7:45:26 AM
CAD_U|CABEU|GAB3|AIQ|20150102064024|BEU-30|||//1/8/2015 7:45:26 AM
CAD_U|CABEU|GAB3|AIQ|20150102064024|BEU-30|||//1/8/2015 7:45:26 AM
CAD_U|CABEU|GAB3|AIQ|20150102064024|BEU-30|||//1/8/2015 7:45:26 AM
CAD_U|CABEU|GAB4|AIQ|20150106070903|BEU-30|||//1/8/2015 7:45:26 AM
CAD_U|CABEU|GAB4|AIQ|20150106070903|BEU-30|||//1/8/2015 7:45:26 AM
CAD_U|CABEU|GAB4|AIQ|20150106070903|BEU-30|||//1/8/2015 7:45:26 AM
CAD_U|CABEU|GAB5|AIQ|20150105071342|BEU-30|||//1/8/2015 7:45:27 AM
CAD_U|CABEU|GAB5|AIQ|20150105071342|BEU-30|||//1/8/2015 7:45:27 AM
CAD_U|CABEU|GAB5|AIQ|20150105071342|BEU-30|||//1/8/2015 7:45:27 AM
CAD_U|CABEU|GAB6|AIQ|20150105071352|BEU-30|||//1/8/2015 7:45:27 AM
CAD_U|CABEU|GAB6|AIQ|20150105071352|BEU-30|||//1/8/2015 7:45:27 AM
CAD_U|CABEU|GAB6|AIQ|20150105071352|BEU-30|||//1/8/2015 7:45:27 AM
CAD_U|CAFKU|E4354|AIQ|20141226070632|FKU-1A|||//1/8/2015 7:45:27 AM
CAD_U|CAFKU|E4354|AIQ|20141226070632|FKU-1A|||//1/8/2015 7:45:27 AM
CAD_U|CAFKU|E4363|AIQ|20150107082315|FKU-2|||//1/8/2015 7:45:27 AM
CAD_U|CAFKU|E4363|AIQ|20150107082315|FKU-2|||//1/8/2015 7:45:27 AM
CAD_U|CAFKU|E4363|AIQ|20150107082315|FKU-2|||//1/8/2015 7:45:27 AM
CAD_U|CAFKU|E4371|AIQ|20140917173311|FKU-2|||//1/8/2015 7:45:27 AM
CAD_U|CAFKU|E4371|AIQ|20140917173311|FKU-2|||//1/8/2015 7:45:27 AM
CAD_U|CAFKU|E4371|AIQ|20140917173311|FKU-2|||//1/8/2015 7:45:27 AM
CAD_U|CAFKU|E4382|AIQ|20150105110556|FKU-2|||//1/8/2015 7:45:28 AM
CAD_U|CAFKU|E4382|AIQ|20150105110556|FKU-2|||//1/8/2015 7:45:28 AM
CAD_U|CAFKU|E4382|AIQ|20150105110556|FKU-2|||//1/8/2015 7:45:28 AM
CAD_U|CAFKU|MIR1|AIQ|20150105074953|FKU-2|||//1/8/2015 7:45:28 AM
CAD_U|CAFKU|MIR1|AIQ|20150105074953|FKU-2|||//1/8/2015 7:45:28 AM
CAD_U|CAFKU|MIR1|AIQ|20150105074953|FKU-2|||//1/8/2015 7:45:28 AM
CAD_U|CAFKU|MIR2|AIQ|20150105074954|FKU-2|||//1/8/2015 7:45:28 AM
CAD_U|CAFKU|MIR2|AIQ|20150105074954|FKU-2|||//1/8/2015 7:45:28 AM
CAD_U|CAFKU|MIR2|AIQ|20150105074954|FKU-2|||//1/8/2015 7:45:28 AM
CAD_U|CAFKU|MIR3|AIQ|20150108074220|FKU-1A|||//1/8/2015 7:45:28 AM
CAD_U|CAFKU|MIR3|AIQ|20150108074220|FKU-1A|||//1/8/2015 7:45:28 AM
CAD_U|CAFKU|MIR3|AIQ|20150108074220|FKU-1A|||//1/8/2015 7:45:28 AM
CAD_U|CAFKU|MIR4|AIQ|20150102092404|FKU-2|||//1/8/2015 7:45:28 AM
CAD_U|CAFKU|MIR4|AIQ|20150102092404|FKU-2|||//1/8/2015 7:45:28 AM
CAD_U|CAFKU|MIR4|AIQ|20150102092404|FKU-2|||//1/8/2015 7:45:28 AM
CAD_U|CAFKU|MIR3|AIQ|20150108074220|FKU-1A|||//1/8/2015 7:45:29 AM
CAD_U|CAFKU|MIR3|AIQ|20150108074220|FKU-1A|||//1/8/2015 7:45:29 AM
CAD_U|CAFKU|MIR3|AIQ|20150108074220|FKU-1A|||//1/8/2015 7:45:29 AM
CAD_U|CASLC|BS62|AIQ|20150107213958|A-24C|||//1/8/2015 7:45:30 AM
CAD_U|CAFKU|MIR3|AIQ|20150108074220|FKU-1A|||//1/8/2015 7:45:32 AM
CAD_U|CAFKU|MIR3|AIQ|20150108074220|FKU-1A|||//1/8/2015 7:45:32 AM
CAD_U|CAFKU|MIR3|AIQ|20150108074220|FKU-1A|||//1/8/2015 7:45:32 AM
CAD_U|CASLC|E62|AIQ|20150107123322|A-24C|||//1/8/2015 7:45:48 AM
CAD_E|CASLC15000413|CASLU||20150108074759|FSCA|FIRE, COMMERCIAL ALARM|-120.526330|35.047638|1050 WILLOW RD |NIP|1100 BLK POMEROY RD|699 BLK MISTY GLEN PL|755_F_1|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//1/8/2015 7:47:59 AM
CAD_E|CASLC15000413|CASLU||20150108074759|FSCA|FIRE, COMMERCIAL ALARM|-120.526330|35.047638|1050 WILLOW RD |NIP|1100 BLK POMEROY RD|699 BLK MISTY GLEN PL|755_F_1|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//1/8/2015 7:48:05 AM
CAD_E|CASLC15000413|CASLU2015000307|WILLOW RD  NIP|20150108074759|FSCA|FIRE, COMMERCIAL ALARM|-120.526330|35.047638|1050 WILLOW RD |NIP|1100 BLK POMEROY RD|699 BLK MISTY GLEN PL|755_F_1||||B3414,ME22,E3467|Command:XSL CMD 4;Pri Tactical:VFIRE22;Alt Tactical: ;Air-to-Ground:CDF A/G;//1/8/2015 7:49:07 AM
CAD_E|CASLC15000413|CASLU2015000307|WILLOW RD  NIP|20150108074759|FSCA|FIRE, COMMERCIAL ALARM|-120.526330|35.047638|1050 WILLOW RD |NIP|1100 BLK POMEROY RD|699 BLK MISTY GLEN PL|755_F_1||||B3414,ME22,E3467|Command:XSL CMD 4;Pri Tactical:VFIRE22;Alt Tactical: ;Air-to-Ground:CDF A/G;//1/8/2015 7:49:07 AM
CAD_U|CASLU|B3414|DSP|20150108074907|K-11B|15000413|FSCA|CASLU2015000307//1/8/2015 7:49:07 AM
CAD_U|CASLC|ME22|DSP|20150108074907|N-3A|15000413|FSCA|CASLU2015000307//1/8/2015 7:49:07 AM
CAD_U|CASLC|P22|AIQ|20150105170750|N-3A|||//1/8/2015 7:49:07 AM
CAD_U|CASLU|E3467|DSP|20150108074907|E-19B|15000413|FSCA|CASLU2015000307//1/8/2015 7:49:07 AM
CAD_E|CASLC15000413|CASLU2015000307|WILLOW RD  NIP|20150108074759|FSCA|FIRE, COMMERCIAL ALARM|-120.526330|35.047638|1050 WILLOW RD |NIP|1100 BLK POMEROY RD|699 BLK MISTY GLEN PL|755_F_1||||B3414,ME22,E3467|Command:XSL CMD 4;Pri Tactical:VFIRE22;Alt Tactical: ;Air-to-Ground:CDF A/G;//1/8/2015 7:49:13 AM
CAD_E|CASLC15000413|CASLU2015000307|WILLOW RD  NIP|20150108074759|FSCA|FIRE, COMMERCIAL ALARM|-120.526330|35.047638|1050 WILLOW RD |NIP|1100 BLK POMEROY RD|699 BLK MISTY GLEN PL|755_F_1||||B3414,ME22,E3467|Command:XSL CMD 4;Pri Tactical:VFIRE22;Alt Tactical: ;Air-to-Ground:CDF A/G;//1/8/2015 7:49:25 AM
CAD_U|CASLU|B3414|ENR|20150108074926|K-11B|15000413|FSCA|CASLU2015000307//1/8/2015 7:49:25 AM
CAD_U|CASLU|B3414|ENR|20150108074926|K-11B|15000413|FSCA|CASLU2015000307//1/8/2015 7:49:26 AM
CAD_U|CAFKU|E4353|AIQ|20140917193953|FKU-2|||//1/8/2015 7:50:04 AM
CAD_U|CAFKU|E4353|AIQ|20140917193953|FKU-2|||//1/8/2015 7:50:04 AM
CAD_U|CAFKU|E4353|AIQ|20140917193953|FKU-2|||//1/8/2015 7:50:04 AM
CAD_U|CAFKU|E4353|AIQ|20140917193953|FKU-2|||//1/8/2015 7:50:09 AM
CAD_U|CAFKU|E4353|AIQ|20140917193953|FKU-2|||//1/8/2015 7:50:09 AM
CAD_U|CAFKU|E4353|AIQ|20140917193953|FKU-2|||//1/8/2015 7:50:09 AM
CAD_U|CASLU|E3467|ACK|20150108075015|E-19B|15000413|FSCA|CASLU2015000307//1/8/2015 7:50:15 AM
CAD_U|CASLC|ME22|ACK|20150108075023|N-3A|15000413|FSCA|CASLU2015000307//1/8/2015 7:50:23 AM
CAD_U|CASLC|ME22|ENR|20150108075029|N-3A|15000413|FSCA|CASLU2015000307//1/8/2015 7:50:29 AM
CAD_U|CASLC|ME22|ENR|20150108075029|N-3A|15000413|FSCA|CASLU2015000307//1/8/2015 7:50:29 AM
CAD_U|CASLU|E3467|RTQ|20150108075102|E-19B|15000413|FSCA|CASLU2015000307//1/8/2015 7:51:01 AM
CAD_U|CASLU|B3414|RTQ|20150108075103|K-11B|15000413|FSCA|CASLU2015000307//1/8/2015 7:51:03 AM
CAD_E|CASLC15000413|CASLU2015000307|WILLOW RD  NIP|20150108074759|FSCA|FIRE, COMMERCIAL ALARM|-120.526330|35.047638|1050 WILLOW RD |NIP|1100 BLK POMEROY RD|699 BLK MISTY GLEN PL|755_F_1||||ME22,E3467|Command:XSL CMD 4;Pri Tactical:VFIRE22;Alt Tactical: ;Air-to-Ground:CDF A/G;//1/8/2015 7:51:31 AM
CAD_U|CASLU|B3414|AIQ|20150108075131|K-11B|||//1/8/2015 7:51:31 AM
CAD_U|CASLU|B3414|AOR|20150108075140|K-11B|||//1/8/2015 7:51:40 AM
CAD_E|CASLC15000413|CASLU2015000307|WILLOW RD  NIP|20150108074759|FSCA|FIRE, COMMERCIAL ALARM|-120.526330|35.047638|1050 WILLOW RD |NIP|1100 BLK POMEROY RD|699 BLK MISTY GLEN PL|755_F_1||||ME22|Command:XSL CMD 4;Pri Tactical:VFIRE22;Alt Tactical: ;Air-to-Ground:CDF A/G;//1/8/2015 7:51:42 AM
CAD_U|CASLU|E3467|AIQ|20150108075142|E-19B|||//1/8/2015 7:51:42 AM
CAD_U|CAFKU|E4352|AIQ|20140917162508|FKU-2|||//1/8/2015 7:52:17 AM
CAD_U|CAFKU|E4352|AIQ|20140917162508|FKU-2|||//1/8/2015 7:52:17 AM
CAD_U|CAFKU|E4352|AIQ|20140917162508|FKU-2|||//1/8/2015 7:52:17 AM
CAD_U|CAFKU|E4352|AIQ|20140917162508|FKU-2|||//1/8/2015 7:52:21 AM
CAD_U|CAFKU|E4352|AIQ|20140917162508|FKU-2|||//1/8/2015 7:52:21 AM
CAD_U|CAFKU|E4352|AIQ|20140917162508|FKU-2|||//1/8/2015 7:52:21 AM
CAD_E|CASLC15000413|CASLU2015000307|WILLOW RD  NIP|20150108074759|FSCA|FIRE, COMMERCIAL ALARM|-120.526330|35.047638|1050 WILLOW RD |NIP|1100 BLK POMEROY RD|699 BLK MISTY GLEN PL|755_F_1||||ME22|Command:XSL CMD 4;Pri Tactical:VFIRE22;Alt Tactical: ;Air-to-Ground:CDF A/G;//1/8/2015 7:52:49 AM
